date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:31	120488/120488	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:04:03%20GMT	https://www.w3schools.com/cssref/css_units.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_units.html	(from https://www.w3schools.com/cssref/index.php)
22:34:32	143726/143726	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:34:31%20GMT	https://www.w3schools.com/cssref/css_animatable.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_animatable.html	(from https://www.w3schools.com/cssref/index.php)
22:34:32	118166/118166	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2011:40:29%20GMT	https://www.w3schools.com/cssref/css_pxtoemconversion.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pxtoemconversion.html	(from https://www.w3schools.com/cssref/index.php)
22:34:32	251078/251078	---M-Z	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2011:39:55%20GMT	https://www.w3schools.com/cssref/css_colors.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_colors.html	(from https://www.w3schools.com/cssref/index.php)
22:34:33	121233/121233	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:36:25%20GMT	https://www.w3schools.com/cssref/css_colors_legal.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_colors_legal.html	(from https://www.w3schools.com/cssref/index.php)
22:34:34	131385/131385	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:23:44%20GMT	https://www.w3schools.com/cssref/css_default_values.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_default_values.html	(from https://www.w3schools.com/cssref/index.php)
22:34:34	294655/294655	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:58:49%20GMT	https://www.w3schools.com/cssref/css_entities.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_entities.html	(from https://www.w3schools.com/cssref/index.php)
22:34:34	117785/117785	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:39:36%20GMT	https://www.w3schools.com/cssref/css4_pr_accent-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css4_pr_accent-color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:35	120623/120623	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:27:17%20GMT	https://www.w3schools.com/cssref/css3_pr_align-content.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_align-content.html	(from https://www.w3schools.com/cssref/index.php)
22:34:35	122589/122589	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:19:11%20GMT	https://www.w3schools.com/cssref/css3_pr_align-items.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_align-items.html	(from https://www.w3schools.com/cssref/index.php)
22:34:36	120038/120038	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:14:43%20GMT	https://www.w3schools.com/cssref/css3_pr_align-self.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_align-self.html	(from https://www.w3schools.com/cssref/index.php)
22:34:36	116489/116489	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:58:53%20GMT	https://www.w3schools.com/cssref/css3_pr_all.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_all.html	(from https://www.w3schools.com/cssref/index.php)
22:34:36	119314/119314	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:28:27%20GMT	https://www.w3schools.com/cssref/css3_pr_animation.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation.html	(from https://www.w3schools.com/cssref/index.php)
22:34:37	118016/118016	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:40:22%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-delay.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-delay.html	(from https://www.w3schools.com/cssref/index.php)
22:34:37	118955/118955	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:00:53%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-direction.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-direction.html	(from https://www.w3schools.com/cssref/index.php)
22:34:37	117244/117244	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:35:55%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-duration.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-duration.html	(from https://www.w3schools.com/cssref/index.php)
22:34:38	119090/119090	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:08:35%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-fill-mode.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-fill-mode.html	(from https://www.w3schools.com/cssref/index.php)
22:34:38	118089/118089	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:50:57%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-iteration-count.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-iteration-count.html	(from https://www.w3schools.com/cssref/index.php)
22:34:39	122785/122785	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:10:37%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-name.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-name.html	(from https://www.w3schools.com/cssref/index.php)
22:34:39	118076/118076	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:54:16%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-play-state.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-play-state.html	(from https://www.w3schools.com/cssref/index.php)
22:34:40	121301/121301	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:39:55%20GMT	https://www.w3schools.com/cssref/css3_pr_animation-timing-function.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_animation-timing-function.html	(from https://www.w3schools.com/cssref/index.php)
22:34:40	119527/119527	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:40:13%20GMT	https://www.w3schools.com/cssref/css_pr_aspect-ratio.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_aspect-ratio.html	(from https://www.w3schools.com/cssref/index.php)
22:34:41	118274/118274	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:54:06%20GMT	https://www.w3schools.com/cssref/css3_pr_backdrop-filter.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_backdrop-filter.html	(from https://www.w3schools.com/cssref/index.php)
22:34:42	117795/117795	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:25:43%20GMT	https://www.w3schools.com/cssref/css3_pr_backface-visibility.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_backface-visibility.html	(from https://www.w3schools.com/cssref/index.php)
22:34:42	121018/121018	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:26:15%20GMT	https://www.w3schools.com/cssref/css3_pr_background.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_background.html	(from https://www.w3schools.com/cssref/index.php)
22:34:42	118857/118857	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:29:21%20GMT	https://www.w3schools.com/cssref/pr_background-attachment.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-attachment.html	(from https://www.w3schools.com/cssref/index.php)
22:34:42	124146/124146	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:52:39%20GMT	https://www.w3schools.com/cssref/pr_background-blend-mode.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-blend-mode.html	(from https://www.w3schools.com/cssref/index.php)
22:34:43	117852/117852	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:19:12%20GMT	https://www.w3schools.com/cssref/css3_pr_background-clip.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_background-clip.html	(from https://www.w3schools.com/cssref/index.php)
22:34:44	120017/120017	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:00:47%20GMT	https://www.w3schools.com/cssref/pr_background-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:44	124985/124985	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:45:33%20GMT	https://www.w3schools.com/cssref/pr_background-image.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-image.html	(from https://www.w3schools.com/cssref/index.php)
22:34:44	118807/118807	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:54:25%20GMT	https://www.w3schools.com/cssref/css3_pr_background-origin.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_background-origin.html	(from https://www.w3schools.com/cssref/index.php)
22:34:45	121859/121859	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:58:06%20GMT	https://www.w3schools.com/cssref/pr_background-position.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-position.html	(from https://www.w3schools.com/cssref/index.php)
22:34:45	122015/122015	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:27:46%20GMT	https://www.w3schools.com/cssref/css_pr_background-position-x.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_background-position-x.html	(from https://www.w3schools.com/cssref/index.php)
22:34:45	123438/123438	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:12:14%20GMT	https://www.w3schools.com/cssref/css_pr_background-position-y.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_background-position-y.html	(from https://www.w3schools.com/cssref/index.php)
22:34:46	122197/122197	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:33:06%20GMT	https://www.w3schools.com/cssref/pr_background-repeat.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_background-repeat.html	(from https://www.w3schools.com/cssref/index.php)
22:34:46	122561/122561	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:53:08%20GMT	https://www.w3schools.com/cssref/css3_pr_background-size.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_background-size.html	(from https://www.w3schools.com/cssref/index.php)
22:34:47	119588/119588	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:26:30%20GMT	https://www.w3schools.com/cssref/css_pr_block-size.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_block-size.html	(from https://www.w3schools.com/cssref/index.php)
22:34:47	118115/118115	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:30:47%20GMT	https://www.w3schools.com/cssref/pr_border.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border.html	(from https://www.w3schools.com/cssref/index.php)
22:34:47	120318/120318	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:22:21%20GMT	https://www.w3schools.com/cssref/css_pr_border-block.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block.html	(from https://www.w3schools.com/cssref/index.php)
22:34:49	121332/121332	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:39:29%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:49	120675/120675	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:04:01%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-end-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-end-color.html	(from https://www.w3schools.com/cssref/index.php)
